system,survey_id,survey_name,data-available,survey_type,survey_org,survey_endDate,building_id,building_name,building_address,building_street,building_city,building_state,building_zip,building_country,Sq. Ft. ,school type,locale,Title 1 (Y/N),building_lon,building_lat,building_constructed,building_renovated,building_leed,building_leed-version,median income,bldg-feat-1,bldg-feat-2,bldg-feat-3,bldg-feat-4,median_income_all_households_zip
CBE,12633.0,GSA Workplace 20.20 pilot GSA (FBI)-BYRON G. RODGERS FED BLDG,,Office,general services administration,2006-07-14,6065.0,byron g. rodgers fed bldg,"1961 stout st, denver, co 80294, usa",1961 stout st,denver,co,80294,usa,,,,,-104.989214,39.7499773,,,,1,,,,,,
CBE,12634.0,GSA Workplace 20.20 pilot GSA (FBI)-111 BLDG,,Office,general services administration,2006-07-14,6066.0,111 bldg,"minnesota, usa",minnesota,minnesota,mn,,usa,,,,,-94.6858998,46.729553,,,,1,,,,,,
CBE,12635.0,GSA Workplace 20.20 pilot GSA (FBI)-JOHN WELD PECK FED BLDG,,Office,general services administration,2006-07-14,6067.0,john weld peck fed bldg,"550 main st, cincinnati, oh 45202, usa",550 main st,cincinnati,oh,45202,usa,,,,,-84.5095198,39.1024475,,,,1,87930.0,,,,,87930.0
CBE,12636.0,GSA Workplace 20.20 pilot GSA (FBI)-No Name (Chantilly),,Office,general services administration,2006-07-14,6069.0,chantilly site,,,,,,usa,,,,,,,,,,1,,,,,,
CBE,12637.0,GSA Workplace 20.20 pilot Coast Guard S POE (EQ + comparison),,Office,general services administration,2006-08-04,6070.0,coast guard s poe,"1301 clay st, oakland, ca 94612, usa",1301 clay st,oakland,ca,94612,usa,,,,,-122.2748371,37.8048951,1994.0,,,1,77069.0,,,,,77069.0
CBE,12639.0,GSA Workplace 20.20 pilot Coast Guard V POE (EQ + comparison),,Office,general services administration,2006-08-04,6071.0,coast guard v poe,"1301 clay st, oakland, ca 94612, usa",1301 clay st,oakland,ca,94612,usa,,,,,-122.2748371,37.8048951,1994.0,,,1,77069.0,,,,,77069.0
CBE,12640.0,Stantec (keen)/Ecosmart-White Rock Operations Centre,,Office,city of white rock,2006-07-14,6072.0,white rock operations centre,,,,,,,,,,,,,2003.0,,gold,leed nc 2.0,,,,,,
CBE,12641.0,StopWaste.Org 777 Davis Street San Leandro,,Office,sara family trust and j.p and p.a. kennedy,2006-10-06,6076.0,stopwaste 777 davis st.,"777 davis st, san leandro, ca 94577, usa",777 davis st,san leandro,ca,94577,usa,,,,,-122.1628081,37.722907,1999.0,1998.0,,1,110989.0,,,,,110989.0
CBE,12643.0,CSEB_York University Computer Science Building BPE,,Office,,2006-08-16,6078.0,cseb_york university computer science building bpe,"305 n university st, west lafayette, in 47907, usa",305 n university st,west lafayette,in,47907,usa,,,,,-86.9169916,40.4277295,2001.0,,,1,,,,,,
CBE,12645.0,Armstrong Bldg. 701-POE-Shared Services- Entire Building,,Office,armstrong,2006-09-08,5974.0,armstrong bldg. 701,"2500 columbia ave, lancaster, pa 17603, usa",2500 columbia ave,lancaster,pa,17603,usa,,,,,-76.3719967,40.0368051,1998.0,,platinum,leed eb 2.0,77156.0,,,,,77156.0
CBE,12646.0,GSA Workplace 20.20 Atlanta-Martin Luther King Federal Building (MLK)- Deep Dive,,Office,general services administration,2006-10-24,6080.0,gsa wp 20.20 pilot-martin luther king federal building,"77 forsyth st sw, atlanta, ga 30303, usa",77 forsyth st sw,atlanta,ga,30303,usa,,,,,-84.3948434,33.7529895,,,,1,,,,,,
CBE,12647.0,GSA Workplace 20.20 Atlanta-Summit Federal Building- Deep Dive,,Office,general services administration,2006-10-24,6081.0,gsa wp 20.20 pilot-summit federal building,"georgia, usa",georgia,,ga,,usa,,,,,-82.9000751,32.1656221,,,,1,,,,,,
CBE,12648.0,Stantec/Ecosmart- TEF 3,,Office,discovery parks,2006-10-18,6087.0,tef 3,,,,,,,,,,,,,2001.0,,,3,,,,,,
CBE,12651.0,GSA Workplace 20.20. Deep Dive- DOL - New San Francisco Federal Building,,Office,general services administration,2007-02-07,6089.0,dol - new san francisco federal building,"san francisco federal building, 90 7th st, san francisco, ca 94103, usa","san francisco federal building, 90 7th st",san francisco,ca,94103,usa,,,,,-122.4121004,37.7790483,2007.0,,,1,122339.0,,,,,122339.0
CBE,12653.0,"GSA Workplace 20.20 FBI Tampa, Baltimore & Cleveland",,Office,general services administration,2007-01-19,6090.0,alameda jjc - 400 broadway,"400 s broadway, los angeles, ca 90013, usa",400 s broadway,los angeles,ca,90013,usa,,,,,-118.2493344,34.0492691,,,,1,32848.0,,,,,32848.0
CBE,12655.0,Alameda County JJC - Court - 2200 Fairmont Drive (Pre),,Courtroom,,2007-04-06,6091.0,alameda jjc - 2200 fairmont drive,"2200 fairmont dr, san leandro, ca 94578, usa",2200 fairmont dr,san leandro,ca,94578,usa,,,,,-122.1216988,37.7150626,,,,1,89149.0,,,,,89149.0
CBE,12656.0,Alameda County JJC - Court - 600 Washington (Pre),,Courtroom,,2007-04-06,6092.0,alameda jjc - 600 washington,"washington, ca 95986, usa",washington,washington,ca,95986,usa,,,,,-120.7999351,39.3590873,,,,1,,,,,,
CBE,12657.0,Alameda County JJC - Court - 2500 Fairmont Drive (Post),,Courtroom,,2008-06-16,6093.0,alameda jjc - 2500 fairmont drive,"2500 fairmont dr, san leandro, ca 94578, usa",2500 fairmont dr,san leandro,ca,94578,usa,,,,,-122.1183586,37.7160423,,,,1,89149.0,,,,,89149.0
CBE,12658.0,UC Berkeley Campus - Warren Hall,,Office,university of california,2006-12-13,6094.0,warren hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,2005.0,,,,,,,,,
CBE,12659.0,UC Berkeley Campus - Soda Hall,,Office,university of california,2006-12-13,6095.0,soda hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1994.0,,,,,,,,,
CBE,12660.0,UC Berkeley Campus - Dwinelle,,Office,university of california,2006-12-13,6096.0,dwinelle hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1952.0,1988.0,,,,,,,,
CBE,12661.0,UC Berkeley Campus - Minor Hall,,Office,university of california,2006-12-13,6097.0,minor hall addition,"los angeles, ca 90095, usa",los angeles,los angeles,ca,90095,usa,,,,,-118.4451811,34.068921,1978.0,,,,,,,,,
CBE,12662.0,UC Berkeley Campus - Etcheverry Hall,,Office,university of california,2006-12-13,6098.0,etcheverry hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1964.0,,,,,,,,,
CBE,12663.0,UC Berkeley Campus - Giannini Hall,,Office,university of california,2006-12-13,6099.0,giannini hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1930.0,,,,,,,,,
CBE,12664.0,UC Berkeley Campus - Architects & Engineers - A&E,,Office,university of california,2006-12-13,6100.0,architects and engineers - a&e,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1929.0,,,,,,,,,
CBE,12665.0,UC Berkeley Campus - Haas Sch. of Business,,Office,university of california,2006-12-13,6101.0,haas school of business,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1995.0,,,,,,,,,
CBE,12667.0,UC Berkeley Campus - Latimer Hall,,Office,university of california,2006-12-13,6103.0,latimer hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1963.0,,,,,,,,,
CBE,12668.0,UC Berkeley Campus - Life Sciences Building Addition,,Office,university of california,2006-12-13,6104.0,life sciences addition,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1988.0,,,,,,,,,
CBE,12671.0,UC Berkeley Campus - Surge Hall Oxford,,Office,university of california,2006-12-13,6107.0,surge hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1999.0,,,,,,,,,
CBE,12672.0,UC Berkeley Campus - Moffitt Library,,Office,university of california,2006-12-13,6108.0,moffit library,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,,,,1,,,,,,
CBE,12673.0,UC Berkeley Campus - Kroeber Hall,,Office,university of california,2006-12-13,6109.0,kroeber hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1959.0,,,,,,,,,
CBE,12675.0,ARUP Kirsch Center for Environmental Studies (De Anza collage),,Office,foothill de anza community college district,2007-01-26,6112.0,kirsch center for environmental studies,"21250 stevens creek blvd, cupertino, ca 95014, usa",21250 stevens creek blvd,cupertino,ca,95014,usa,,,,,-122.0454878,37.3206678,2005.0,,platinum,leed nc 2.1,229074.0,,,,,229074.0
CBE,12676.0,"PJCarew Consulting Engine Refinery, Durban, South Africa",,Office,engen petroleum ltd,2007-01-26,6113.0,engen refinery,,,,,,south africa,,,,,,,1950.0,2001.0,,1,,,,,,
CBE,12682.0,San Diego Gas and Electric Monterey Park Headquarters Facility - Building A,,Office,southern california gas company,2007-06-22,6116.0,building a - monterey park headquarters facility,"1801 s atlantic blvd, monterey park, ca 91754, usa",1801 s atlantic blvd,monterey park,ca,91754,usa,,,,,-118.1409714,34.0434673,1960.0,2006.0,gold,leed ci 2.0,81890.0,,,,,81890.0
CBE,12688.0,"CTG Enterprises, Irvine CA",,Office,,2008-04-11,6119.0,ctg enterprises - irvine ca office,"16 technology dr, irvine, ca 92618, usa",16 technology dr,irvine,ca,92618,usa,,,,,-117.7360211,33.6497967,2003.0,,silver,leed ci 1.0 pilots only (accepted after 1/1/04),135609.0,,,,,135609.0
CBE,12690.0,ARUP - 12777 W. Jefferson,,Office,cushman wakefield,2007-09-17,6122.0,arup la offices,"12777 w jefferson blvd #200, los angeles, ca 90066, usa",12777 w jefferson blvd #200,los angeles,ca,90066,usa,,,,,-118.4182234,33.9786101,,2007.0,silver,leed ci 2.0,107786.0,,,,,107786.0
CBE,12691.0,GSA Workplace 20.20 Bannister Kansas Federal Building,,Office,general services administration,2007-03-28,6129.0,bannister kansas federal building,"1500 bannister rd, kansas city, mo 64131, usa",1500 bannister rd,kansas city,mo,64131,usa,,,,,-94.5606244,38.9582575,,,,1,63374.0,,,,,63374.0
CBE,12693.0,GSA Workplace 20.20 Kansas South Field Office,,Office,general services administration,2007-03-28,6130.0,kansas south field office,"10320 nw prairie view rd, kansas city, mo 64153, usa",10320 nw prairie view rd,kansas city,mo,64153,usa,,,,,-94.6760117,39.2807893,,,,1,89916.0,,,,,89916.0
CBE,12694.0,Russ Building -- Degenkolb,,Office,shorenstein,2007-04-13,6120.0,the russ building,"russ building, 235 montgomery st, san francisco, ca 94104, usa","russ building, 235 montgomery st",san francisco,ca,94104,usa,,,,,-122.4028796,37.7913674,1927.0,,,,49896.0,,,,,49896.0
CBE,12695.0,GSA Workplace 20.20 Kansas_Walnut_WorkPlace,,Office,general services administration,2007-05-03,6125.0,kansas_walnut_workplace,"1201 walnut, kansas city, mo 64106, usa",1201 walnut,kansas city,mo,64106,usa,,,,,-94.5816277,39.0992057,,,,1,57680.0,,,,,57680.0
CBE,12696.0,GSA Workplace 20.20 Kansas_Grand_WorkPlace,,Office,general services administration,2007-05-03,6131.0,kansas grand,"grand blvd, kansas city, mo, usa",grand blvd,kansas city,mo,,usa,,,,,-94.5811296,39.0957127,,,,1,,,,,,
CBE,12698.0,GSA Workplace 20.20 Kansas Locust Workplace,,Office,general services administration,2007-05-03,6133.0,kansas locust,"locust st, kansas city, mo, usa",locust st,kansas city,mo,,usa,,,,,-94.5776726,39.0941556,,,,1,,,,,,
CBE,12699.0,GSA Workplace 20.20 Kansas Ward Workplace,,Office,general services administration,2007-05-03,6134.0,kansas ward,"ward pkwy, kansas city, mo, usa",ward pkwy,kansas city,mo,,usa,,,,,-94.603004,39.0000256,,,,1,,,,,,
CBE,12700.0,GSA Workplace 20.20 Kansas Bannister US Army North,,Office,general services administration,2007-05-03,6135.0,bannister us_army_north,"bannister rd, missouri, usa",bannister rd,missouri,usa,,usa,,,,,-94.4992203,38.9519534,,,,1,,,,,,
CBE,12701.0,UCSF - UCSF Fresno Post Occupancy Survey,,Office,university of california,2007-05-14,6126.0,ucsf - ucsf fresno post occupancy survey,"155 n fresno st, fresno, ca 93701, usa",155 n fresno st,fresno,ca,93701,usa,,,,,-119.782252,36.7436852,2004.0,,,1,32192.0,,,,,32192.0
CBE,12702.0,UCSF -  M9302 HSE 14 Pediatrics Pre-Occ Survey,,Lab,university of california,2007-05-14,6127.0,ucsf - m9302 hse 14 pediatrics pre-occ survey,"513 parnassus ave, san francisco, ca 94143, usa",513 parnassus ave,san francisco,ca,94143,usa,,,,,-122.4582461,37.7631051,1968.0,2005.0,,,,,,,,
CBE,12703.0,GSA Workplace 20.20 SSA Kansas Topeka,,Office,general services administration,2007-05-11,6136.0,topeka_ssa_kansas_workplace,"600 sw commerce pl, topeka, ks 66615, usa",600 sw commerce pl,topeka,ks,66615,usa,,,,,-95.7683753,39.0574669,,,,1,89500.0,,,,,89500.0
CBE,12704.0,GSA Workplace 20.20 Emporia SSA Kansas,,Office,general services administration,2007-05-11,6137.0,emporia_ssa_kansas_workplace,"missouri, usa",missouri,missouri,mo,,usa,,,,,-91.8318334,37.9642529,,,,1,,,,,,
CBE,12705.0,GSA Workplace 20.20 SSA Manhattan Kansas,,Office,general services administration,2007-05-11,6138.0,manhattan_ssa_kansas_workplace,"1121 hudson ave suite a, manhattan, ks 66503, usa",1121 hudson ave suite a,manhattan,ks,66503,usa,,,,,-96.6266205,39.1902861,,,,1,96000.0,,,,,96000.0
CBE,12707.0,GSA Workplace 20.20 Atlanta NRC,,Office,general services administration,2007-05-25,6139.0,atlanta_nrc_workplace,"georgia, usa",georgia,georgia,ga,,usa,,,,,-82.9000751,32.1656221,,,,1,,,,,,
CBE,12708.0,Batson Architects Augusta VAMC,,Office,,2007-06-15,6124.0,critical care unit - va medical center,"3549 burch ave, cincinnati, oh 45208, usa",3549 burch ave,cincinnati,oh,45208,usa,,,,,-84.4472195,39.1419091,1979.0,2005.0,,,133213.0,,,,,133213.0
CBE,12710.0,Anderson Engineering Bethel Middle School,,Office,,2007-06-08,6141.0,bethel middle school - arkansas,"5415 northlake rd, alexander, ar 72002, usa",5415 northlake rd,alexander,ar,72002,usa,,,,,-92.545894,34.653169,2006.0,,,,78260.0,,,,,78260.0
CBE,12712.0,GSA Federal Building - AZ0058,,Office,general services administration,,5814.0,federal building,"300 w congress st, tucson, az 85701, usa",300 w congress st,tucson,az,85701,usa,,,,,-110.9757648,32.2219766,,,,1,52672.0,,,,,52672.0
CBE,12714.0,GSA IFMA 2007 AZ5427,,Office,general services administration,2007-07-27,5699.0,ca6426 u.s. army corps of engineers,"1325 j st, sacramento, ca 95814, usa",1325 j st,sacramento,ca,95814,usa,,,,,-121.4883908,38.5793168,,,,1,46637.0,,,,,46637.0
CBE,12776.0,GSA IFMA 2007 MS0071,,Office,general services administration,2007-11-16,5870.0,miss river comm,"1400 walnut st, vicksburg, ms 39180, usa",1400 walnut st,vicksburg,ms,39180,usa,,,,,-90.8814848,32.3487028,1914.0,,,1,55658.0,,,,,55658.0
CBE,12782.0,GSA IFMA 2007 PA0477,,Office,general services administration,2007-07-13,5880.0,federal building,"1150 e mountain blvd, wilkes-barre, pa 18702, usa",1150 e mountain blvd,wilkes-barre,pa,18702,usa,,,,,-75.8084912,41.2506238,1992.0,,,1,54892.0,,,,,54892.0
CBE,12793.0,GSA IFMA 2007 UT1306,,Office,general services administration,2007-06-29,5763.0,ut1306 agric photo lab - usda,"2222 w 2300 s, west valley city, ut 84119, usa",2222 w 2300 s,west valley city,ut,84119,usa,,,,,-111.9494545,40.7219616,,,,1,66616.0,,,,,66616.0
CBE,12798.0,GSA IFMA 2007 VA0114ZZ,,Office,general services administration,2007-10-20,5887.0,skyline vi,"5109 leesburg pike, falls church, va 22041, usa",5109 leesburg pike,falls church,va,22041,usa,,,,,-77.1168458,38.8434179,,,,1,91075.0,,,,,91075.0
CBE,12800.0,GSA IFMA 2007 VA0263ZZ,,Office,general services administration,2007-08-03,5889.0,skyline vi,"5109 leesburg pike, falls church, va 22041, usa",5109 leesburg pike,falls church,va,22041,usa,,,,,-77.1168458,38.8434179,1982.0,,registered,leed-eb:om v2009,91075.0,,,,,91075.0
CBE,12801.0,GSA IFMA 2007 VA0283ZZ,,Office,general services administration,2007-08-24,5890.0,lincoln place,"1320 n courthouse rd #600, arlington, va 22201, usa",1320 n courthouse rd #600,arlington,va,22201,usa,,,,,-77.0848727,38.8888227,,,,1,141736.0,,,,,141736.0
CBE,12802.0,GSA IFMA 2007 VA0289ZZ,,Office,general services administration,2007-10-20,5891.0,crystal gateway nth,"201 12th st s, arlington, va 22202, usa",201 12th st s,arlington,va,22202,usa,,,,,-77.0502399,38.8634794,,,,1,141933.0,,,,,141933.0
CBE,12812.0,GSA IFMA 2007 VA0838ZZ,,Office,general services administration,2007-10-20,5902.0,crystal mall #3,"1931 va-110, arlington, va 22202, usa",1931 va-110,arlington,va,22202,usa,,,,,-77.0514777,38.8720827,,,,1,141933.0,,,,,141933.0
CBE,12813.0,GSA IFMA 2007 VA0841ZZ,,Office,general services administration,2007-07-27,5903.0,metro park iii,"6350 walker ln, alexandria, va 22310, usa",6350 walker ln,alexandria,va,22310,usa,,,,,-77.1617276,38.7683931,2000.0,2006.0,,1,160872.0,,,,,160872.0
CBE,12816.0,GSA IFMA 2007 VA1334ZZ,,Office,general services administration,2007-11-16,5906.0,nash street bldg,"1400 key blvd, arlington, va 22209, usa",1400 key blvd,arlington,va,22209,usa,,,,,-77.0735961,38.896127,,,,1,110824.0,,,,,110824.0
CBE,12818.0,GSA IFMA 2007 VA1450ZZ,,Office,general services administration,2007-10-20,5908.0,jefferson plaza 1&2,"1411 key blvd, arlington, va 22209, usa",1411 key blvd,arlington,va,22209,usa,,,,,-77.0737922,38.8967678,,,,1,110824.0,,,,,110824.0
CBE,12819.0,GSA IFMA 2007 VA1451ZZ,,Office,general services administration,2007-10-26,5909.0,zachary taylor,"zachary taylor building, 2530 crystal dr, arlington, va 22202, usa","zachary taylor building, 2530 crystal dr",arlington,va,22202,usa,,,,,-77.0505588,38.8510587,1971.0,2007.0,,1,141933.0,,,,,141933.0
CBE,12821.0,GSA IFMA 2007 VA1542ZZ,,Office,general services administration,2007-10-20,5911.0,400 army navy drive,"400 army navy dr, arlington, va 22202, usa",400 army navy dr,arlington,va,22202,usa,,,,,-77.0534781,38.8641644,1964.0,1986.0,,1,141933.0,,,,,141933.0
CBE,12828.0,UCSF - Parnassus Building Pre-Occupancy Survey,,Lab,university of california,2007-06-15,6167.0,ucsf - parnassus building pre-occupancy survey,"30 medical center way, san francisco, ca 94143, usa",30 medical center way,san francisco,ca,94143,usa,,,,,-122.4571076,37.7622448,2005.0,,,,,,,,,
CBE,12829.0,SPOT survey IA0027ZZ - U.S. Courthouse Davenport FB,,Office,,2007-07-20,6174.0,ia0027zz spot 2007 - u.s. courthouse davenport,"davenport, ia, usa",davenport,davenport,ia,,usa,,,,,-90.5776367,41.5236437,1933.0,2005.0,,1,,,,,,
CBE,12834.0,SPOT Survey_Building TN0012ZZ_Quillen Courthouse,,Office,,2007-06-29,6172.0,tn0012zz spot 2007 - james h. quillen u.s. courthouse,"220 w depot st, greeneville, tn 37743, usa",220 w depot st,greeneville,tn,37743,usa,,,,,-82.8331432,36.164522,2001.0,,silver,leed-eb:om v2009,52802.0,,,,,52802.0
CBE,12835.0,WA0831KF SPOT  Auburn_SSA,,Office,,2007-06-29,6184.0,wa0831kf spot 2007 - auburn,"w valley hwy s #500, auburn, wa 98001, usa",w valley hwy s #500,auburn,wa,98001,usa,,,,,-122.2493922,47.3416394,,,,1,107218.0,,,,,107218.0
CBE,12836.0,SPOT Survey Duncan TN0076ZZ,,Office,,2007-06-29,6178.0,tn0076zz spot 2007 - john j. duncan federal building,"710 locust st, knoxville, tn 37902, usa",710 locust st,knoxville,tn,37902,usa,,,,,-83.9197342,35.9617668,1988.0,,certified,leed eb 2.0,56397.0,,,,,56397.0
CBE,12837.0,SPOT Survey DHS Omaha,,Office,harwood and associates,2007-06-29,6181.0,ne1430zz spot 2007 - 1717 avenue h (dhs),"1717 ave h east, omaha, ne 68110, usa",1717 ave h east,omaha,ne,68110,usa,,,,,-95.9086314,41.2805496,2005.0,,gold,leed nc 2.1,36517.0,,,,,36517.0
CBE,12838.0,SPOT Survey Curtis  Midwest Regional Office,,Office,,2007-08-03,6180.0,"ne1425zz spot 2007 - carl t. curtis midwest regional office, nps","carl t. curtis building, omaha, ne 68102, usa",carl t. curtis building,omaha,ne,68102,usa,,,,,-95.9245211,41.2649263,,,,,60525.0,,,,,60525.0
CBE,12840.0,GSA IFMA 2007 CO1572,,Office,general services administration,2007-07-27,5700.0,co1572 cook-lakewood bldg - nps,"12795 w alameda dr, lakewood, co 80228, usa",12795 w alameda dr,lakewood,co,80228,usa,,,,,-105.142313,39.703279,1987.0,2001.0,,1,110013.0,,,,,110013.0
CBE,12845.0,SPOT_Scowcroft Building,,Office,,2007-08-13,6183.0,ut1434zz spot 2007 - scowcroft building (irs),"324 25th st, ogden, ut 84401, usa",324 25th st,ogden,ut,84401,usa,,,,,-111.972521,41.22083,1900.0,2004.0,silver,leed nc 2.1,77333.0,,,,,77333.0
CBE,12846.0,Gensler SF,,Office,morgan stanley,2007-07-20,6192.0,gensler sf office,"2 harrison st, san francisco, ca 94105, usa",2 harrison st,san francisco,ca,94105,usa,,,,,-122.3892934,37.7894748,1925.0,2003.0,,,239781.0,,,,,239781.0
CBE,12848.0,IFMA 2007 VA1147ZZ,,Office,cafritz company,2007-10-20,6194.0,va1147zz,"virginia, usa",virginia,,va,,usa,,,,,-78.6568942,37.4315734,,,,1,,,,,,
CBE,12850.0,GSA IFMA 2007 VA1460ZZ,,Office,,2007-11-16,6196.0,va1460zz,"1401 wilson blvd, arlington, va 22209, usa",1401 wilson blvd,arlington,va,22209,usa,,,,,-77.0735315,38.8943965,,,,1,110824.0,,,,,110824.0
CBE,12852.0,GSA IFMA 2007 VA0851ZZ,,Office,,2007-08-27,6197.0,va0851zz,"4850 mark center dr, alexandria, va 22311, usa",4850 mark center dr,alexandria,va,22311,usa,,,,,-77.1191228,38.8299012,,,,1,84759.0,,,,,84759.0
CBE,12854.0,GSA IFMA 2007 UT1414,,Office,flying j,2007-09-03,5764.0,ut1414 commerce building - irs,"1100 country hills dr, ogden, ut 84403, usa",1100 country hills dr,ogden,ut,84403,usa,,,,,-111.952482,41.1877242,,,,1,84589.0,,,,,84589.0
CBE,12855.0,SPOT DOT Lakewood CO,,Office,,2007-08-10,6182.0,co1923zz spot 2007 - department of transportation,"1200 new jersey ave se, washington, dc 20590, usa",1200 new jersey ave se,washington,dc,20590,usa,,,,,-77.0035451,38.8758551,2004.0,,silver,leed nc 2.1,,,,,,
CBE,12856.0,SPOT - Santa Ana Federal Building,,Office,general services administration,2007-10-08,6179.0,ca0200zz spot 2007 - federal building santa ana,"411 w 4th st #1-053, santa ana, ca 92701, usa",411 w 4th st #1-053,santa ana,ca,92701,usa,,,,,-117.8717534,33.7482045,,1998.0,,1,68697.0,,,,,68697.0
CBE,12857.0,SPOT - Metzenbaum Courthouse,,Office,general services administration,2007-08-17,6173.0,oh0033zz spot 2007 - howard m. metzenbaum u.s. courthouse,"201 superior ave, cleveland, oh 44114, usa",201 superior ave,cleveland,oh,44114,usa,,,,,-81.6927385,41.5007558,1910.0,2005.0,certified,leed nc 2.0,45400.0,,,,,45400.0
CBE,12860.0,Northrup Grumman Mission Systems (NGMS) - Short,,Random,,2007-08-17,6198.0,northrup grumman mission systems (ngms),,,,,,usa,,,,,,,,,,1,,,,,,
CBE,12862.0,GSA SPOT - Jones Federal Building,,Office,general services administration,2007-09-28,6177.0,oh0302zz spot 2007 - jones federal bldg and courthouse,"2031 belmont ave, youngstown, oh 44505, usa",2031 belmont ave,youngstown,oh,44505,usa,,,,,-80.6636276,41.1272125,2002.0,,certified,leed nc 2.0,36480.0,,,,,36480.0
CBE,12866.0,GSA DD- Winchester KY,,Office,general services administration,2007-09-27,6200.0,gsa workplace 20.20 nfs winchester ky,"winchester, ky 40391, usa",winchester,winchester,ky,40391,usa,,,,,-84.1796503,37.990079,,,,1,67910.0,,,,,67910.0
CBE,12867.0,GSA SPOT - Fresno Federal Building,,Office,general services administration,2007-09-28,6201.0,gsa spot - fresno federal building,"300 n los angeles st # 3108, los angeles, ca 90012, usa",300 n los angeles st # 3108,los angeles,ca,90012,usa,,,,,-118.2391832,34.0540572,,,,1,67635.0,,,,,67635.0
CBE,12870.0,GSA DD - Iowa City Federal Building,,Office,general services administration,2007-10-12,6203.0,gsa comp survey- iowa city federal bldg,"iowa city, ia, usa",iowa city,iowa city,ia,,usa,,,,,-91.5301683,41.6611277,,,,1,,,,,,
CBE,12871.0,SCA Americas Headquarters,,Office,sca americas,2007-10-15,6204.0,sca americas headquarters,"united states, pennsylvania, philadelphia, arch st, 2600èçæêîøáºñá†å: 19104",arch st,pennsylvania,pa,,usa,,,,,-75.1817154,39.9573634,2006.0,,gold,leed ci 2.0,,,,,,
CBE,12872.0,Gensler Chicago - Center on Halsted,,Office,gensler,2007-10-19,6236.0,center on halsted,"3656 n halsted st, chicago, il 60613, usa",3656 n halsted st,chicago,il,60613,usa,,,,,-87.6499407,41.9488291,2007.0,,silver,leed nc 2.1,91351.0,,,,,91351.0
CBE,12880.0,Paladino,,Office,pnc bank,2007-10-12,6207.0,3a hamilton,"155 marketplace blvd, hamilton township, nj 08691, usa",155 marketplace blvd,hamilton township,nj,,usa,,,,,-74.6434437,40.1935568,2006.0,,,4,,,,,,
CBE,12882.0,Paladino,,Office,pnc bank,2007-10-12,6206.0,3b hillsborough,"403 route 206, hillsborough township, nj 08844, usa",403 route 206,hillsborough township,nj,,usa,,,,,-74.6403941,40.5066424,2006.0,,,1,,,,,,
CBE,12885.0,Paladino,,Office,pnc bank,2007-10-12,6211.0,2b corapolis,"moon twp, pa 15108, usa",moon twp,,pa,15108,usa,,,,,-80.1986649,40.491695,2003.0,,,1,94703.0,,,,,94703.0
CBE,12886.0,Paladino,,Office,pnc bank,2007-10-12,6210.0,2a adams township,"mars, pa 16046, usa",mars,,pa,16046,usa,,,,,-80.0423151,40.6996445,2006.0,,,4,143987.0,,,,,143987.0
CBE,12887.0,Paladino,,Office,,2007-10-12,6212.0,4a valley square,,,,,,usa,,,,,,,2006.0,,,,,,,,,
CBE,12888.0,Paladino,,Office,paladino & co.,2007-10-12,6213.0,4b bensalem,,,,,,usa,,,,,,,1972.0,1976.0,,1,,,,,,
CBE,12889.0,Paladino,,Office,paladino & co.,2007-10-12,6214.0,5a rockaway town square,,,,,,usa,,,,,,,2006.0,,,4,,,,,,
CBE,12890.0,Paladino,,Office,paladino & co.,2007-10-12,6215.0,5b randolph,,,,,,usa,,,,,,,1997.0,2007.0,,1,,,,,,
CBE,12891.0,Paladino,,Office,paladino & co.,2007-10-12,6216.0,6a tyler center,,,,,,usa,,,,,,,2006.0,,,4,,,,,,
CBE,12893.0,Paladino,,Office,paladino & co.,2007-10-12,6218.0,7a greengate,,,,,,usa,,,,,,,2006.0,,,4,,,,,,
CBE,12894.0,Paladino,,Office,paladino & co.,2007-10-12,6219.0,7b royal oaks,,,,,,usa,,,,,,,1975.0,1990.0,,1,,,,,,
CBE,12895.0,Paladino,,Office,,2007-10-12,6220.0,8a newtown,,,,,,usa,,,,,,,2006.0,,,,,,,,,
CBE,12896.0,Paladino,,Office,paladino & co.,2007-10-12,6221.0,8b bristol,,,,,,usa,,,,,,,1989.0,,,1,,,,,,
