system,survey_id,survey_name,data-available,survey_type,survey_org,survey_endDate,building_id,building_name,building_address,building_street,building_city,building_state,building_zip,building_country,Sq. Ft. ,school type,locale,Title 1 (Y/N),building_lon,building_lat,building_constructed,building_renovated,building_leed,building_leed-version,median income,bldg-feat-1,bldg-feat-2,bldg-feat-3,bldg-feat-4
CBE,12594,GSA Workplace 20.20 pilot Omaha NPS with DEGW support (combined) LEED 2.0 (gold),,Office,general services administration,2005-11-17,5791,"gsa wp 20.20 pilot nps omaha, ne","601 riverfront dr, omaha, ne 68102, usa",601 riverfront dr,omaha,ne,68102,usa,,,,,-95.9241359,41.2649128,,,,,60525,,,,
CBE,12595,GSA Workplace 20.20 pilot USFS/BLM with DEGW support (combined),,Office,general services administration,2005-11-17,5967,usfs/blm,"701 n santa anita ave, arcadia, ca 91006, usa",701 n santa anita ave,arcadia,ca,91006,usa,,,,,-118.0328346,34.1473228,,,,1,127511,,,,
CBE,12596,GSA Workplace 20.20 pilot GSA Office of the Chief Financial Officer with DEGW support,,Office,general services administration,2006-03-31,6001,gsa office of the chief financial officer,,,,,,usa,,,,,,,,,,1,,,,,
CBE,12600,UCSF - Genentech Pre-Occupancy Survey,,Lab,university of california,2006-07-21,6006,ucsf - genentech pre-occupancy survey,"600 16th st, san francisco, ca 94158, usa",600 16th st,san francisco,ca,94158,usa,,,,,-122.3923029,37.7672548,2003,,registered,leed-eb:om v2009,184294,,,,
CBE,12601,UCSF - Byers Pre-Occupancy Survey,,Lab,university of california,2006-07-21,6007,ucsf - byers pre-occupancy survey,"1701 divisadero st, san francisco, ca 94115, usa",1701 divisadero st,san francisco,ca,94115,usa,,,,,-122.4401581,37.7854795,2005,,,1,154264,,,,
CBE,12602,UCSF - Rock Hall Pre-Occupancy Survey,,Lab,university of california,2006-07-21,6008,ucsf - rock hall pre-occupancy survey,"1550 4th st, san francisco, ca 94158, usa",1550 4th st,san francisco,ca,94158,usa,,,,,-122.3911513,37.7689981,,,,1,184294,,,,
CBE,12603,UCSF - Medical Sciences 10th Floor Post-Occ Survey,,Lab,university of california,2006-07-21,6009,ucsf - medical sciences 10th floor post-occ survey,"koret way, san francisco, ca 94131, usa",koret way,san francisco,ca,94131,usa,,,,,-122.4582052,37.7622334,,,,1,198779,,,,
CBE,12610,GSA Workplace 20.20 pilot Earle Cabell Federal Building/Courthouse Dallas Service Center with DEGW support,,Office,general services administration,2006-05-26,6002,gsa workplace 20.20 pilot earle cabell federal building\\courthouse,"1100 commerce st, dallas, tx 75242, usa",1100 commerce st,dallas,tx,75242,usa,,,,,-96.801971,32.7789145,,,,1,,,,,
CBE,12623,GSA Workplace 20.20 pilot GSA (FBI)-ONE CNTR PLAZA BLDG,,Office,general services administration,2006-07-14,6063,one cntr plaza bldg,"1 bowdoin st, boston, ma 02114, usa",1 bowdoin st,boston,ma,2114,usa,,,,,-71.062404,42.3617781,,,,1,,,,,
CBE,12624,Stantec (keen)/Ecosmart-Building A (AMEC),,Office,large building owner company (name preferred withheld at this point),2006-06-09,6003,stantec-building a,"1100-111 dunsmuir st, vancouver, bc v6b 6a3, canada",1100-111 dunsmuir st,vancouver,bc,v6b,canada,,,,,-123.110629,49.279897,1992,2004,silver,leed ci 1.0 pilots only,,,,,
CBE,12625,Stantec (keen)/Ecosmart-City of Vancouver National Works Yard,,Office,city of vancouver,2006-06-09,6004,stantec-city of vancouver national works yard,"701 national ave, vancouver, bc v6a 4l3, canada",701 national ave,vancouver,bc,v6a,canada,,,,,-123.0900142,49.2734332,2004,,gold,leed nc 2.0,,,,,
CBE,12626,GSA Foley Federal Building and Courthouse - NV0013,,Office,valparaiso university,,6005,foley federal building and courthouse,"330 s las vegas blvd, las vegas, nv 89101, usa",330 s las vegas blvd,las vegas,nv,89101,usa,,,,,-115.1422199,36.1667532,2004,,,1,38653,,,,
CBE,12631,GSA Workplace 20.20 pilot GSA (FBI)-Crown Plaza Building,,Office,general services administration,2006-07-14,6068,crown plaza bldg,"1301 wyandotte st, kansas city, mo 64105, usa",1301 wyandotte st,kansas city,mo,64105,usa,,,,,-94.5853,39.0984039,,,,1,65435,,,,
CBE,12632,GSA Workplace 20.20 pilot GSA (FBI)-SACRAMENTO FIELD OFFICE,,Office,general services administration,2006-07-14,6064,sacramento field office,"650 capitol mall 2nd floor, sacramento, ca 95814, usa",650 capitol mall 2nd floor,sacramento,ca,95814,usa,,,,,-121.4999296,38.5777742,,,,1,46637,,,,
CBE,12633,GSA Workplace 20.20 pilot GSA (FBI)-BYRON G. RODGERS FED BLDG,,Office,general services administration,2006-07-14,6065,byron g. rodgers fed bldg,"1961 stout st, denver, co 80294, usa",1961 stout st,denver,co,80294,usa,,,,,-104.989214,39.7499773,,,,1,,,,,
CBE,12634,GSA Workplace 20.20 pilot GSA (FBI)-111 BLDG,,Office,general services administration,2006-07-14,6066,111 bldg,"minnesota, usa",minnesota,minnesota,mn,,usa,,,,,-94.6858998,46.729553,,,,1,,,,,
CBE,12635,GSA Workplace 20.20 pilot GSA (FBI)-JOHN WELD PECK FED BLDG,,Office,general services administration,2006-07-14,6067,john weld peck fed bldg,"550 main st, cincinnati, oh 45202, usa",550 main st,cincinnati,oh,45202,usa,,,,,-84.5095198,39.1024475,,,,1,87930,,,,
CBE,12636,GSA Workplace 20.20 pilot GSA (FBI)-No Name (Chantilly),,Office,general services administration,2006-07-14,6069,chantilly site,,,,,,usa,,,,,,,,,,1,,,,,
CBE,12637,GSA Workplace 20.20 pilot Coast Guard S POE (EQ + comparison),,Office,general services administration,2006-08-04,6070,coast guard s poe,"1301 clay st, oakland, ca 94612, usa",1301 clay st,oakland,ca,94612,usa,,,,,-122.2748371,37.8048951,1994,,,1,77069,,,,
CBE,12639,GSA Workplace 20.20 pilot Coast Guard V POE (EQ + comparison),,Office,general services administration,2006-08-04,6071,coast guard v poe,"1301 clay st, oakland, ca 94612, usa",1301 clay st,oakland,ca,94612,usa,,,,,-122.2748371,37.8048951,1994,,,1,77069,,,,
CBE,12640,Stantec (keen)/Ecosmart-White Rock Operations Centre,,Office,city of white rock,2006-07-14,6072,white rock operations centre,,,,,,,,,,,,,2003,,gold,leed nc 2.0,,,,,
CBE,12641,StopWaste.Org 777 Davis Street San Leandro,,Office,sara family trust and j.p and p.a. kennedy,2006-10-06,6076,stopwaste 777 davis st.,"777 davis st, san leandro, ca 94577, usa",777 davis st,san leandro,ca,94577,usa,,,,,-122.1628081,37.722907,1999,1998,,1,110989,,,,
CBE,12643,CSEB_York University Computer Science Building BPE,,Office,,2006-08-16,6078,cseb_york university computer science building bpe,"305 n university st, west lafayette, in 47907, usa",305 n university st,west lafayette,in,47907,usa,,,,,-86.9169916,40.4277295,2001,,,1,,,,,
CBE,12645,Armstrong Bldg. 701-POE-Shared Services- Entire Building,,Office,armstrong,2006-09-08,5974,armstrong bldg. 701,"2500 columbia ave, lancaster, pa 17603, usa",2500 columbia ave,lancaster,pa,17603,usa,,,,,-76.3719967,40.0368051,1998,,platinum,leed eb 2.0,77156,,,,
CBE,12646,GSA Workplace 20.20 Atlanta-Martin Luther King Federal Building (MLK)- Deep Dive,,Office,general services administration,2006-10-24,6080,gsa wp 20.20 pilot-martin luther king federal building,"77 forsyth st sw, atlanta, ga 30303, usa",77 forsyth st sw,atlanta,ga,30303,usa,,,,,-84.3948434,33.7529895,,,,1,,,,,
CBE,12647,GSA Workplace 20.20 Atlanta-Summit Federal Building- Deep Dive,,Office,general services administration,2006-10-24,6081,gsa wp 20.20 pilot-summit federal building,"georgia, usa",georgia,,ga,,usa,,,,,-82.9000751,32.1656221,,,,1,,,,,
CBE,12648,Stantec/Ecosmart- TEF 3,,Office,discovery parks,2006-10-18,6087,tef 3,,,,,,,,,,,,,2001,,,3,,,,,
CBE,12651,GSA Workplace 20.20. Deep Dive- DOL - New San Francisco Federal Building,,Office,general services administration,2007-02-07,6089,dol - new san francisco federal building,"san francisco federal building, 90 7th st, san francisco, ca 94103, usa","san francisco federal building, 90 7th st",san francisco,ca,94103,usa,,,,,-122.4121004,37.7790483,2007,,,1,122339,,,,
CBE,12653,"GSA Workplace 20.20 FBI Tampa, Baltimore & Cleveland",,Office,general services administration,2007-01-19,6090,alameda jjc - 400 broadway,"400 s broadway, los angeles, ca 90013, usa",400 s broadway,los angeles,ca,90013,usa,,,,,-118.2493344,34.0492691,,,,1,32848,,,,
CBE,12655,Alameda County JJC - Court - 2200 Fairmont Drive (Pre),,Courtroom,,2007-04-06,6091,alameda jjc - 2200 fairmont drive,"2200 fairmont dr, san leandro, ca 94578, usa",2200 fairmont dr,san leandro,ca,94578,usa,,,,,-122.1216988,37.7150626,,,,1,89149,,,,
CBE,12656,Alameda County JJC - Court - 600 Washington (Pre),,Courtroom,,2007-04-06,6092,alameda jjc - 600 washington,"washington, ca 95986, usa",washington,washington,ca,95986,usa,,,,,-120.7999351,39.3590873,,,,1,,,,,
CBE,12657,Alameda County JJC - Court - 2500 Fairmont Drive (Post),,Courtroom,,2008-06-16,6093,alameda jjc - 2500 fairmont drive,"2500 fairmont dr, san leandro, ca 94578, usa",2500 fairmont dr,san leandro,ca,94578,usa,,,,,-122.1183586,37.7160423,,,,1,89149,,,,
CBE,12658,UC Berkeley Campus - Warren Hall,,Office,university of california,2006-12-13,6094,warren hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,2005,,,,,,,,
CBE,12659,UC Berkeley Campus - Soda Hall,,Office,university of california,2006-12-13,6095,soda hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1994,,,,,,,,
CBE,12660,UC Berkeley Campus - Dwinelle,,Office,university of california,2006-12-13,6096,dwinelle hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1952,1988,,,,,,,
CBE,12661,UC Berkeley Campus - Minor Hall,,Office,university of california,2006-12-13,6097,minor hall addition,"los angeles, ca 90095, usa",los angeles,los angeles,ca,90095,usa,,,,,-118.4451811,34.068921,1978,,,,,,,,
CBE,12662,UC Berkeley Campus - Etcheverry Hall,,Office,university of california,2006-12-13,6098,etcheverry hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1964,,,,,,,,
CBE,12663,UC Berkeley Campus - Giannini Hall,,Office,university of california,2006-12-13,6099,giannini hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1930,,,,,,,,
CBE,12664,UC Berkeley Campus - Architects & Engineers - A&E,,Office,university of california,2006-12-13,6100,architects and engineers - a&e,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1929,,,,,,,,
CBE,12665,UC Berkeley Campus - Haas Sch. of Business,,Office,university of california,2006-12-13,6101,haas school of business,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1995,,,,,,,,
CBE,12667,UC Berkeley Campus - Latimer Hall,,Office,university of california,2006-12-13,6103,latimer hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1963,,,,,,,,
CBE,12668,UC Berkeley Campus - Life Sciences Building Addition,,Office,university of california,2006-12-13,6104,life sciences addition,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1988,,,,,,,,
CBE,12671,UC Berkeley Campus - Surge Hall Oxford,,Office,university of california,2006-12-13,6107,surge hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1999,,,,,,,,
CBE,12672,UC Berkeley Campus - Moffitt Library,,Office,university of california,2006-12-13,6108,moffit library,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,,,,1,,,,,
CBE,12673,UC Berkeley Campus - Kroeber Hall,,Office,university of california,2006-12-13,6109,kroeber hall,"berkeley, ca, usa",berkeley,berkeley,ca,,usa,,,,,-122.2585399,37.8718992,1959,,,,,,,,
CBE,12675,ARUP Kirsch Center for Environmental Studies (De Anza collage),,Office,foothill de anza community college district,2007-01-26,6112,kirsch center for environmental studies,"21250 stevens creek blvd, cupertino, ca 95014, usa",21250 stevens creek blvd,cupertino,ca,95014,usa,,,,,-122.0454878,37.3206678,2005,,platinum,leed nc 2.1,229074,,,,
CBE,12676,"PJCarew Consulting Engine Refinery, Durban, South Africa",,Office,engen petroleum ltd,2007-01-26,6113,engen refinery,,,,,,south africa,,,,,,,1950,2001,,1,,,,,
CBE,12682,San Diego Gas and Electric Monterey Park Headquarters Facility - Building A,,Office,southern california gas company,2007-06-22,6116,building a - monterey park headquarters facility,"1801 s atlantic blvd, monterey park, ca 91754, usa",1801 s atlantic blvd,monterey park,ca,91754,usa,,,,,-118.1409714,34.0434673,1960,2006,gold,leed ci 2.0,81890,,,,
CBE,12688,"CTG Enterprises, Irvine CA",,Office,,2008-04-11,6119,ctg enterprises - irvine ca office,"16 technology dr, irvine, ca 92618, usa",16 technology dr,irvine,ca,92618,usa,,,,,-117.7360211,33.6497967,2003,,silver,leed ci 1.0 pilots only (accepted after 1/1/04),135609,,,,
CBE,12690,ARUP - 12777 W. Jefferson,,Office,cushman wakefield,2007-09-17,6122,arup la offices,"12777 w jefferson blvd #200, los angeles, ca 90066, usa",12777 w jefferson blvd #200,los angeles,ca,90066,usa,,,,,-118.4182234,33.9786101,,2007,silver,leed ci 2.0,107786,,,,
CBE,12691,GSA Workplace 20.20 Bannister Kansas Federal Building,,Office,general services administration,2007-03-28,6129,bannister kansas federal building,"1500 bannister rd, kansas city, mo 64131, usa",1500 bannister rd,kansas city,mo,64131,usa,,,,,-94.5606244,38.9582575,,,,1,63374,,,,
CBE,12693,GSA Workplace 20.20 Kansas South Field Office,,Office,general services administration,2007-03-28,6130,kansas south field office,"10320 nw prairie view rd, kansas city, mo 64153, usa",10320 nw prairie view rd,kansas city,mo,64153,usa,,,,,-94.6760117,39.2807893,,,,1,89916,,,,
CBE,12694,Russ Building -- Degenkolb,,Office,shorenstein,2007-04-13,6120,the russ building,"russ building, 235 montgomery st, san francisco, ca 94104, usa","russ building, 235 montgomery st",san francisco,ca,94104,usa,,,,,-122.4028796,37.7913674,1927,,,,49896,,,,
CBE,12695,GSA Workplace 20.20 Kansas_Walnut_WorkPlace,,Office,general services administration,2007-05-03,6125,kansas_walnut_workplace,"1201 walnut, kansas city, mo 64106, usa",1201 walnut,kansas city,mo,64106,usa,,,,,-94.5816277,39.0992057,,,,1,57680,,,,
CBE,12696,GSA Workplace 20.20 Kansas_Grand_WorkPlace,,Office,general services administration,2007-05-03,6131,kansas grand,"grand blvd, kansas city, mo, usa",grand blvd,kansas city,mo,,usa,,,,,-94.5811296,39.0957127,,,,1,,,,,
CBE,12698,GSA Workplace 20.20 Kansas Locust Workplace,,Office,general services administration,2007-05-03,6133,kansas locust,"locust st, kansas city, mo, usa",locust st,kansas city,mo,,usa,,,,,-94.5776726,39.0941556,,,,1,,,,,
CBE,12699,GSA Workplace 20.20 Kansas Ward Workplace,,Office,general services administration,2007-05-03,6134,kansas ward,"ward pkwy, kansas city, mo, usa",ward pkwy,kansas city,mo,,usa,,,,,-94.603004,39.0000256,,,,1,,,,,
CBE,12700,GSA Workplace 20.20 Kansas Bannister US Army North,,Office,general services administration,2007-05-03,6135,bannister us_army_north,"bannister rd, missouri, usa",bannister rd,missouri,usa,,usa,,,,,-94.4992203,38.9519534,,,,1,,,,,
CBE,12701,UCSF - UCSF Fresno Post Occupancy Survey,,Office,university of california,2007-05-14,6126,ucsf - ucsf fresno post occupancy survey,"155 n fresno st, fresno, ca 93701, usa",155 n fresno st,fresno,ca,93701,usa,,,,,-119.782252,36.7436852,2004,,,1,32192,,,,
CBE,12702,UCSF -  M9302 HSE 14 Pediatrics Pre-Occ Survey,,Lab,university of california,2007-05-14,6127,ucsf - m9302 hse 14 pediatrics pre-occ survey,"513 parnassus ave, san francisco, ca 94143, usa",513 parnassus ave,san francisco,ca,94143,usa,,,,,-122.4582461,37.7631051,1968,2005,,,,,,,
CBE,12703,GSA Workplace 20.20 SSA Kansas Topeka,,Office,general services administration,2007-05-11,6136,topeka_ssa_kansas_workplace,"600 sw commerce pl, topeka, ks 66615, usa",600 sw commerce pl,topeka,ks,66615,usa,,,,,-95.7683753,39.0574669,,,,1,89500,,,,
CBE,12704,GSA Workplace 20.20 Emporia SSA Kansas,,Office,general services administration,2007-05-11,6137,emporia_ssa_kansas_workplace,"missouri, usa",missouri,missouri,mo,,usa,,,,,-91.8318334,37.9642529,,,,1,,,,,
CBE,12705,GSA Workplace 20.20 SSA Manhattan Kansas,,Office,general services administration,2007-05-11,6138,manhattan_ssa_kansas_workplace,"1121 hudson ave suite a, manhattan, ks 66503, usa",1121 hudson ave suite a,manhattan,ks,66503,usa,,,,,-96.6266205,39.1902861,,,,1,96000,,,,
CBE,12707,GSA Workplace 20.20 Atlanta NRC,,Office,general services administration,2007-05-25,6139,atlanta_nrc_workplace,"georgia, usa",georgia,georgia,ga,,usa,,,,,-82.9000751,32.1656221,,,,1,,,,,
CBE,12708,Batson Architects Augusta VAMC,,Office,,2007-06-15,6124,critical care unit - va medical center,"3549 burch ave, cincinnati, oh 45208, usa",3549 burch ave,cincinnati,oh,45208,usa,,,,,-84.4472195,39.1419091,1979,2005,,,133213,,,,
CBE,12710,Anderson Engineering Bethel Middle School,,Office,,2007-06-08,6141,bethel middle school - arkansas,"5415 northlake rd, alexander, ar 72002, usa",5415 northlake rd,alexander,ar,72002,usa,,,,,-92.545894,34.653169,2006,,,,78260,,,,
CBE,12712,GSA Federal Building - AZ0058,,Office,general services administration,,5814,federal building,"300 w congress st, tucson, az 85701, usa",300 w congress st,tucson,az,85701,usa,,,,,-110.9757648,32.2219766,,,,1,52672,,,,
CBE,12714,GSA IFMA 2007 AZ5427,,Office,general services administration,2007-07-27,5699,ca6426 u.s. army corps of engineers,"1325 j st, sacramento, ca 95814, usa",1325 j st,sacramento,ca,95814,usa,,,,,-121.4883908,38.5793168,,,,1,46637,,,,
CBE,12776,GSA IFMA 2007 MS0071,,Office,general services administration,2007-11-16,5870,miss river comm,"1400 walnut st, vicksburg, ms 39180, usa",1400 walnut st,vicksburg,ms,39180,usa,,,,,-90.8814848,32.3487028,1914,,,1,55658,,,,
CBE,12782,GSA IFMA 2007 PA0477,,Office,general services administration,2007-07-13,5880,federal building,"1150 e mountain blvd, wilkes-barre, pa 18702, usa",1150 e mountain blvd,wilkes-barre,pa,18702,usa,,,,,-75.8084912,41.2506238,1992,,,1,54892,,,,
CBE,12793,GSA IFMA 2007 UT1306,,Office,general services administration,2007-06-29,5763,ut1306 agric photo lab - usda,"2222 w 2300 s, west valley city, ut 84119, usa",2222 w 2300 s,west valley city,ut,84119,usa,,,,,-111.9494545,40.7219616,,,,1,66616,,,,
CBE,12798,GSA IFMA 2007 VA0114ZZ,,Office,general services administration,2007-10-20,5887,skyline vi,"5109 leesburg pike, falls church, va 22041, usa",5109 leesburg pike,falls church,va,22041,usa,,,,,-77.1168458,38.8434179,,,,1,91075,,,,
CBE,12800,GSA IFMA 2007 VA0263ZZ,,Office,general services administration,2007-08-03,5889,skyline vi,"5109 leesburg pike, falls church, va 22041, usa",5109 leesburg pike,falls church,va,22041,usa,,,,,-77.1168458,38.8434179,1982,,registered,leed-eb:om v2009,91075,,,,
CBE,12801,GSA IFMA 2007 VA0283ZZ,,Office,general services administration,2007-08-24,5890,lincoln place,"1320 n courthouse rd #600, arlington, va 22201, usa",1320 n courthouse rd #600,arlington,va,22201,usa,,,,,-77.0848727,38.8888227,,,,1,141736,,,,
CBE,12802,GSA IFMA 2007 VA0289ZZ,,Office,general services administration,2007-10-20,5891,crystal gateway nth,"201 12th st s, arlington, va 22202, usa",201 12th st s,arlington,va,22202,usa,,,,,-77.0502399,38.8634794,,,,1,141933,,,,
CBE,12812,GSA IFMA 2007 VA0838ZZ,,Office,general services administration,2007-10-20,5902,crystal mall #3,"1931 va-110, arlington, va 22202, usa",1931 va-110,arlington,va,22202,usa,,,,,-77.0514777,38.8720827,,,,1,141933,,,,
CBE,12813,GSA IFMA 2007 VA0841ZZ,,Office,general services administration,2007-07-27,5903,metro park iii,"6350 walker ln, alexandria, va 22310, usa",6350 walker ln,alexandria,va,22310,usa,,,,,-77.1617276,38.7683931,2000,2006,,1,160872,,,,
CBE,12816,GSA IFMA 2007 VA1334ZZ,,Office,general services administration,2007-11-16,5906,nash street bldg,"1400 key blvd, arlington, va 22209, usa",1400 key blvd,arlington,va,22209,usa,,,,,-77.0735961,38.896127,,,,1,110824,,,,
CBE,12818,GSA IFMA 2007 VA1450ZZ,,Office,general services administration,2007-10-20,5908,jefferson plaza 1&2,"1411 key blvd, arlington, va 22209, usa",1411 key blvd,arlington,va,22209,usa,,,,,-77.0737922,38.8967678,,,,1,110824,,,,
CBE,12819,GSA IFMA 2007 VA1451ZZ,,Office,general services administration,2007-10-26,5909,zachary taylor,"zachary taylor building, 2530 crystal dr, arlington, va 22202, usa","zachary taylor building, 2530 crystal dr",arlington,va,22202,usa,,,,,-77.0505588,38.8510587,1971,2007,,1,141933,,,,
CBE,12821,GSA IFMA 2007 VA1542ZZ,,Office,general services administration,2007-10-20,5911,400 army navy drive,"400 army navy dr, arlington, va 22202, usa",400 army navy dr,arlington,va,22202,usa,,,,,-77.0534781,38.8641644,1964,1986,,1,141933,,,,
CBE,12828,UCSF - Parnassus Building Pre-Occupancy Survey,,Lab,university of california,2007-06-15,6167,ucsf - parnassus building pre-occupancy survey,"30 medical center way, san francisco, ca 94143, usa",30 medical center way,san francisco,ca,94143,usa,,,,,-122.4571076,37.7622448,2005,,,,,,,,
CBE,12829,SPOT survey IA0027ZZ - U.S. Courthouse Davenport FB,,Office,,2007-07-20,6174,ia0027zz spot 2007 - u.s. courthouse davenport,"davenport, ia, usa",davenport,davenport,ia,,usa,,,,,-90.5776367,41.5236437,1933,2005,,1,,,,,
CBE,12834,SPOT Survey_Building TN0012ZZ_Quillen Courthouse,,Office,,2007-06-29,6172,tn0012zz spot 2007 - james h. quillen u.s. courthouse,"220 w depot st, greeneville, tn 37743, usa",220 w depot st,greeneville,tn,37743,usa,,,,,-82.8331432,36.164522,2001,,silver,leed-eb:om v2009,52802,,,,
CBE,12835,WA0831KF SPOT  Auburn_SSA,,Office,,2007-06-29,6184,wa0831kf spot 2007 - auburn,"w valley hwy s #500, auburn, wa 98001, usa",w valley hwy s #500,auburn,wa,98001,usa,,,,,-122.2493922,47.3416394,,,,1,107218,,,,
CBE,12836,SPOT Survey Duncan TN0076ZZ,,Office,,2007-06-29,6178,tn0076zz spot 2007 - john j. duncan federal building,"710 locust st, knoxville, tn 37902, usa",710 locust st,knoxville,tn,37902,usa,,,,,-83.9197342,35.9617668,1988,,certified,leed eb 2.0,56397,,,,
CBE,12837,SPOT Survey DHS Omaha,,Office,harwood and associates,2007-06-29,6181,ne1430zz spot 2007 - 1717 avenue h (dhs),"1717 ave h east, omaha, ne 68110, usa",1717 ave h east,omaha,ne,68110,usa,,,,,-95.9086314,41.2805496,2005,,gold,leed nc 2.1,36517,,,,
CBE,12838,SPOT Survey Curtis  Midwest Regional Office,,Office,,2007-08-03,6180,"ne1425zz spot 2007 - carl t. curtis midwest regional office, nps","carl t. curtis building, omaha, ne 68102, usa",carl t. curtis building,omaha,ne,68102,usa,,,,,-95.9245211,41.2649263,,,,,60525,,,,
CBE,12840,GSA IFMA 2007 CO1572,,Office,general services administration,2007-07-27,5700,co1572 cook-lakewood bldg - nps,"12795 w alameda dr, lakewood, co 80228, usa",12795 w alameda dr,lakewood,co,80228,usa,,,,,-105.142313,39.703279,1987,2001,,1,110013,,,,
CBE,12845,SPOT_Scowcroft Building,,Office,,2007-08-13,6183,ut1434zz spot 2007 - scowcroft building (irs),"324 25th st, ogden, ut 84401, usa",324 25th st,ogden,ut,84401,usa,,,,,-111.972521,41.22083,1900,2004,silver,leed nc 2.1,77333,,,,
CBE,12846,Gensler SF,,Office,morgan stanley,2007-07-20,6192,gensler sf office,"2 harrison st, san francisco, ca 94105, usa",2 harrison st,san francisco,ca,94105,usa,,,,,-122.3892934,37.7894748,1925,2003,,,239781,,,,
CBE,12848,IFMA 2007 VA1147ZZ,,Office,cafritz company,2007-10-20,6194,va1147zz,"virginia, usa",virginia,,va,,usa,,,,,-78.6568942,37.4315734,,,,1,,,,,
CBE,12850,GSA IFMA 2007 VA1460ZZ,,Office,,2007-11-16,6196,va1460zz,"1401 wilson blvd, arlington, va 22209, usa",1401 wilson blvd,arlington,va,22209,usa,,,,,-77.0735315,38.8943965,,,,1,110824,,,,
CBE,12852,GSA IFMA 2007 VA0851ZZ,,Office,,2007-08-27,6197,va0851zz,"4850 mark center dr, alexandria, va 22311, usa",4850 mark center dr,alexandria,va,22311,usa,,,,,-77.1191228,38.8299012,,,,1,84759,,,,
CBE,12854,GSA IFMA 2007 UT1414,,Office,flying j,2007-09-03,5764,ut1414 commerce building - irs,"1100 country hills dr, ogden, ut 84403, usa",1100 country hills dr,ogden,ut,84403,usa,,,,,-111.952482,41.1877242,,,,1,84589,,,,
CBE,12855,SPOT DOT Lakewood CO,,Office,,2007-08-10,6182,co1923zz spot 2007 - department of transportation,"1200 new jersey ave se, washington, dc 20590, usa",1200 new jersey ave se,washington,dc,20590,usa,,,,,-77.0035451,38.8758551,2004,,silver,leed nc 2.1,,,,,
CBE,12856,SPOT - Santa Ana Federal Building,,Office,general services administration,2007-10-08,6179,ca0200zz spot 2007 - federal building santa ana,"411 w 4th st #1-053, santa ana, ca 92701, usa",411 w 4th st #1-053,santa ana,ca,92701,usa,,,,,-117.8717534,33.7482045,,1998,,1,68697,,,,
CBE,12857,SPOT - Metzenbaum Courthouse,,Office,general services administration,2007-08-17,6173,oh0033zz spot 2007 - howard m. metzenbaum u.s. courthouse,"201 superior ave, cleveland, oh 44114, usa",201 superior ave,cleveland,oh,44114,usa,,,,,-81.6927385,41.5007558,1910,2005,certified,leed nc 2.0,45400,,,,
CBE,12860,Northrup Grumman Mission Systems (NGMS) - Short,,Random,,2007-08-17,6198,northrup grumman mission systems (ngms),,,,,,usa,,,,,,,,,,1,,,,,
CBE,12862,GSA SPOT - Jones Federal Building,,Office,general services administration,2007-09-28,6177,oh0302zz spot 2007 - jones federal bldg and courthouse,"2031 belmont ave, youngstown, oh 44505, usa",2031 belmont ave,youngstown,oh,44505,usa,,,,,-80.6636276,41.1272125,2002,,certified,leed nc 2.0,36480,,,,
CBE,12866,GSA DD- Winchester KY,,Office,general services administration,2007-09-27,6200,gsa workplace 20.20 nfs winchester ky,"winchester, ky 40391, usa",winchester,winchester,ky,40391,usa,,,,,-84.1796503,37.990079,,,,1,67910,,,,
CBE,12867,GSA SPOT - Fresno Federal Building,,Office,general services administration,2007-09-28,6201,gsa spot - fresno federal building,"300 n los angeles st # 3108, los angeles, ca 90012, usa",300 n los angeles st # 3108,los angeles,ca,90012,usa,,,,,-118.2391832,34.0540572,,,,1,67635,,,,
CBE,12870,GSA DD - Iowa City Federal Building,,Office,general services administration,2007-10-12,6203,gsa comp survey- iowa city federal bldg,"iowa city, ia, usa",iowa city,iowa city,ia,,usa,,,,,-91.5301683,41.6611277,,,,1,,,,,
CBE,12871,SCA Americas Headquarters,,Office,sca americas,2007-10-15,6204,sca americas headquarters,"united states, pennsylvania, philadelphia, arch st, 2600èçæêîøáºñá†å: 19104",arch st,pennsylvania,pa,,usa,,,,,-75.1817154,39.9573634,2006,,gold,leed ci 2.0,,,,,
